timestamp,open,high,low,close
1681027200,27903.009765625,27922.310546875,27800,27881.640625
1681030800,27881.650390625,27938.859375,27881.640625,27898.580078125
1681034400,27898.58984375,27914.2890625,27861.55078125,27893.220703125
1681038000,27893.23046875,27949.990234375,27866.869140625,27930.19921875
1681041600,27930.19921875,27973.390625,27919.400390625,27930.0703125
1681045200,27930.0703125,27930.080078125,27873.4609375,27905.619140625
1681048800,27905.619140625,27925.009765625,27800,27866.490234375
1681052400,27866.48046875,27918.259765625,27835.259765625,27891.91015625
1681056000,27891.91015625,27942.55078125,27890.75,27896.98046875
1681059600,27896.970703125,27930.099609375,27876.6796875,27906.6796875
1681063200,27906.669921875,28050,27906.669921875,28026.720703125
1681066800,28027.1796875,28250,27998.880859375,28140.400390625
1681070400,28140.41015625,28160.669921875,28094.5,28114.630859375
1681074000,28114.630859375,28476.33984375,28114.630859375,28437.189453125
1681077600,28437.19921875,28530,28360,28371.390625
1681081200,28371.380859375,28429.55078125,28292.5390625,28323.759765625
1681084800,28323.759765625,28425.4296875,28285.609375,28381.25
1681088400,28381.240234375,28381.25,28244.1796875,28304.05078125
1681092000,28304.0390625,28350,28271.140625,28296
1681095600,28296.009765625,28319.55078125,28266.009765625,28278.44921875
1681099200,28278.44921875,28317.609375,28212.279296875,28234.509765625
1681102800,28234.51953125,28314.26953125,28196.609375,28282.16015625
1681106400,28282.169921875,28305,28253.69921875,28277.939453125
1681110000,28277.939453125,28325.4296875,28233.80078125,28284.5703125
1681113600,28284.5703125,28375.01953125,28284.5703125,28295.16015625
1681117200,28295.169921875,28350.01953125,28275.2890625,28310.2890625
1681120800,28310.279296875,28361.509765625,28293.669921875,28331.880859375
1681124400,28331.880859375,28369.990234375,28275.009765625,28305.599609375
1681128000,28305.58984375,28317.810546875,28255,28277.859375
1681131600,28277.849609375,28297.359375,28170,28217.4609375
1681135200,28217.44921875,28341.970703125,28199.30078125,28305.4296875
1681138800,28305.419921875,28575.0390625,28305.419921875,28439.380859375
1681142400,28439.390625,29150,28356.509765625,29036.849609375
1681146000,29036.849609375,29380,29000,29160
1681149600,29160,29289.990234375,29115,29273.140625
1681153200,29273.140625,29295.4609375,29057.0390625,29173.060546875
1681156800,29173.05078125,29215.01953125,29069.099609375,29115.109375
1681160400,29115.109375,29278.779296875,29090.33984375,29222.33984375
1681164000,29222.33984375,29747.009765625,29222.33984375,29594
1681167600,29594,29770,29590,29637.33984375
1681171200,29637.349609375,29990,29590,29928.859375
